year,category,position,name,lastname,firstname,gender,age,bib,state_province_country,city,state_province,country,start,gateway_enter,gateway_exit,melgeorges_enter,melgeorges_exit,myrtle_lake_enter,myrtle_lake_exit,crescent_enter,crescent_exit,ski_pulk_enter,ski_pulk_exit,finish_time,overall_duration,comments,unsupported
2013,Bike,999,THEODORE BIBBY,Bibby,Theodore,,,87,ND USA,,,,1/28 07:00,1/28 13:37,1/28 14:22,1/28 23:46,1/29 06:35,,,,,,,,,Dropped at MelGeorge,
2016,Bike,31,"Bilek, Jerry",Bilek,Jerry,,,10,MN USA,,,,1/25 07:00,1/25 11:55,1/25 12:27,1/25 19:42,1/26 01:05,,,,,1/26 11:40,1/26 12:10,1/26 16:02,33:02:00,,
2013,Bike,999,JERRY BILEK,Bilek,Jerry,,,46,MN USA,,,,1/28 07:00,1/28 12:19,1/28 12:44,1/28 18:33,1/28 19:38,,,,,,,,,Dropped in Orr,
2014,Bike,999,JERRY BILEK,Bilek,Jerry,,,75,MN USA,,,,1/27 07:00,1/27 12:19,1/27 13:10,1/27 19:40,,,,,,,,,,Dropped at MelGeorge,
2013,Bike,12,BRIAN BLAIR,Blair,Brian,,,146,CA USA,,,,1/28 07:00,1/28 11:08,1/28 11:16,1/28 16:06,1/28 16:25,,,,,1/28 22:43,1/28 23:03,1/29 03:26,20:26:00,,
2005,Bike,999,,Block,Brian,,,11,,Johnston,IA,USA,2/28/2005 7:02,,,,,3/1/2005 11:45,,,,,,,,,
2006,Bike,,,Block,Brian,M ,32,4,,,,USA,2/6/2006 7:00,,,2/7/2006 15:40,,,,,,,,,,DNF,
2008,Foot,,,Bodoh,Jim,M,55,33,,,,,2/4/2008 7:24,2/4/2008 22:50,,,,,,,,,,2/6/2008 20:00,60:36:00,Gateway,
2011,Run,999,JIM BODOH,Bodoh,Jim,,,98,,,,,1/31 07:01,1/31 20:25,1/31 20:55,,,,,,,,,,,dropped cutoff,
2009,Foot,,,Bodoh,Jim,M,56,34,,,,,2/2/2009 7:14,2/2/2009 21:35,,,,,,,,,,,,DNF,
2020,Bike,43,"Boesenberg, Gary",Boesenberg,Gary,,,10,IA USA,,,,1/27 07:00,1/27 11:22,1/27 11:38,1/27 17:09,1/27 18:24,,,,,1/28 10:10,1/28 10:40,1/28 14:25,31:25:00,,
2022,Run,999,"Boesenberg, Gary",Boesenberg,Gary,,,12,IA USA,,,,1/31 07:04,1/31 19:05,1/31 19:45,,,,,,,,,,,at Gateway,
2023,Foot,999,"Boesenberg, Gary",Boesenberg,Gary,,,10,USA/IA,,,,1/30/2023 7:04,1/30/2023 19:20,,,,,,,,,,,,,
2022,Run,999,"Boggie-Miloserdova, Irina",Boggie-Miloserdova,Irina,,,199,MN USA,,,,1/31 07:04,1/31 19:05,1/31 20:20,2/1 12:38,,,,,,,,,,,
2023,Foot,999,"Boggie-Miloserdova, Irina",Boggie-Miloserdova,Irina,,,11,USA/MN,,,,1/30/2023 7:04,1/30/2023 18:35,,,,,,,,,,,,,
2023,Foot,11,"Boler, Eric",Boler,Eric,,,12,USA/MN,,,,1/30/2023 7:04,1/30/2023 16:38,1/30/2023 18:07,1/31/2023 5:24,1/31/2023 8:28,,,,,1/31/2023 20:24,1/31/2023 21:16,2/1/2023 3:56,,,
2012,Bike,28,CHRIS BOLLINGER,Bollinger,Chris,,,12,AK USA,,,,1/30 07:00,1/30 11:38,1/30 12:50,1/30 19:28,1/30 21:14,,,,,1/31 07:14,1/31 09:08,1/31 13:33,30:33:00,,
2011,Bike,33,CHRIS BOLLINGER,Bollinger,Chris,,,13,,,,,1/31 07:00,1/31 11:49,1/31 13:09,1/31 18:56,2/1 04:43,,,,,2/1 13:46,2/1 16:46,2/1 19:47,36:47:00,,
2013,Bike,999,CHRIS BOLLINGER,Bollinger,Chris,,,20,AK USA,,,,1/28 07:00,1/28 11:54,1/28 12:39,1/28 18:11,1/28 19:52,,,,,,,,,Dropped in Orr,
2020,Run,999,"Bond, Jeff",Bond,Jeff,,,11,MB CAN,,,,1/27 07:04,1/27 19:05,1/27 19:55,,,,,,,,,,,b/f MelGeorges,
2022,Run,999,"Bond, Jeff",Bond,Jeff,,,14,MB CAN,,,,1/31 07:04,1/31 20:00,1/31 20:35,,,,,,,,,,,,
2012,Run,23,JASON BOON,Boon,Jason,,,92,MN USA,,,,1/30 07:04,1/30 18:12,1/30 19:35,1/31 08:16,1/31 12:25,,,,,2/1 08:47,2/1 08:53,2/1 15:59,56:55:00,,
2011,Run,999,JASON BOON,Boon,Jason,,,95,,,,,1/31 07:01,1/31 18:50,,,,,,,,,,,,Dropped Gateway,
2010,Foot,,,Boon,Jason,M,36,32,,,,,2/1/2010 7:03,2/1/2010 17:35,,2/2/2010 5:30,,,,,,,,,,MelGeorges,
2009,Foot,,,Boon ,Jason,M,35,39,,,,,2/2/2009 7:53,2/2/2009 17:34,2/2/2009 18:35,2/3/2009 6:30,,,,,,,,,,DNF,
2019,Bike,4,"Bosman, Matthew",Bosman,Matthew,,,12,MN USA,,,,1/28 07:00,1/28 10:30,1/28 10:40,1/28 14:35,1/28 15:00,,,,,1/28 19:47,1/28 19:55,1/28 22:45,15:45:08,,
2020,Bike,2,"Bosman, Matthew",Bosman,Matthew,,,12,MN USA,,,,1/27 07:00,1/27 09:59,1/27 09:59,1/27 14:05,1/27 14:05,,,,,1/27 18:44,1/27 18:44,1/27 21:17,14:17:00,,TRUE
2022,Bike,1,"Bosman, Matthew",Bosman,Matthew,,,15,MN USA,,,,1/31 07:00,1/31 09:59,1/31 09:59,1/31 14:09,1/31 14:15,,,,,1/31 18:46,1/31 18:47,1/31 21:22,14:22:00,1st male biker (and unsupported!),TRUE
2023,Bike,999,"Bosman, Matthew",Bosman,Matthew,,,13,USA/MN,,,,1/30/2023 7:00,,,,,,,,,,,,,,TRUE
2011,Bike,9,JACQUES BOUTET,Boutet,Jacques,,,27,,,,,1/31 07:00,1/31 11:12,1/31 11:32,1/31 16:28,1/31 17:18,,,,,1/31 23:55,2/1 00:49,2/1 03:49,20:49:00,,
2013,Bike,30,JACQUES BOUTET,Boutet,Jacques,,,40,AK USA,,,,1/28 07:00,1/28 12:27,1/28 12:44,1/28 18:12,1/28 18:38,,,,,1/29 09:24,1/29 10:00,1/29 14:08,31:08:00,,
2012,Bike,46,TIM BOWERS,Bowers,Timothy,,,140,MN USA,,,,1/30 07:00,1/30 14:21,1/30 15:14,1/31 04:45,1/31 06:06,,,,,1/31 18:20,1/31 18:40,2/1 00:36,41:36:00,Actual finish was at 00:21 but incurred 15 minute penalty for late checkin,
2013,Bike,999,TIMOTHY BOWERS,Bowers,Timothy,,,93,MN USA,,,,1/28 07:00,1/28 15:05,1/28 15:36,,,,,,,,,,,Dropped at MelGeorge,
2010,Foot,,,Bowers,Timothy,M,,60,,,,,2/1/2010 7:03,2/1/2010 19:45,,,,,,,,,,,,MelGeorges,
2011,Run,999,BILL BRADLEY,Bradley,Bill,,,77,,,,,1/31 07:01,1/31 19:27,1/31 20:58,2/1 13:55,,,,,,,,,,Dropped @ MelGeorge @ 13:55,
2012,Run,999,BILL BRADLEY,Bradley,Bill,,,79,CA USA,,,,1/30 07:04,1/30 18:50,1/30 20:00,1/31 12:56,1/31 13:52,,,,,,,,,DNF at 98 miles,
2013,Run,999,BILL BRADLEY,Bradley,Bill,,,104,CA USA,,,,1/28 07:04,1/28 19:37,1/28 20:44,1/29 13:20,,,,,,,,,,Dropped at MelGeorge,
2014,Run,999,Bill Bradley,Bradley,Bill,,,14,CA USA,,,,1/27 07:04,1/27 19:47,1/27 20:57,,,,,,,,,,,Dropped at Sheep Ranch Rd,
2017,Run,0,"Bradley, Bill",Bradley,Bill,,,11,CA USA,,,,1/30 07:04,1/30 19:00,1/30 20:30,1/31 11:07,1/31 12:30,,,,,,,,,Drop at Hwy 23,
2018,Run,999,"Bradley, Bill",Bradley,Bill,,,13,CA USA,,,,1/29 07:06,1/29 19:00,1/29 19:00,1/30 11:54,,,,,,,,,,Dropped at Mel George,
2019,Run,999,"Bradley, Bill",Bradley,Bill,,,13,CA USA,,,,1/28 07:04,1/28 20:55,,,,,,,,,,,,,
2020,Run,999,"Bradley, Bill",Bradley,Bill,,,13,CA USA,,,,1/27 07:04,1/27 18:50,1/27 20:00,1/28 12:49,1/28 12:59,,,,,,,,,after MelGeorges,
2022,Run,999,"Bradley, Bill",Bradley,Bill,,,16,CA USA,,,,1/31 07:04,1/31 20:50,,,,,,,,,,,,Gateway,
2023,Foot,999,"Bradley, Bill",Bradley,Bill,,,14,USA/CA,,,,1/30/2023 7:04,1/30/2023 17:19,,,,,,,,,,,,,
2010,Foot,,,Bradley,Bill,M,49,61,,,,,2/1/2010 7:03,2/1/2010 19:45,2/1/2010 22:30,,,,,,,,,,,MelGeorges,
2008,Bike,,,Brannick,Terry,M,45,60,,,,,2/4/2008 7:42,2/4/2008 11:27,2/4/2008 11:34,2/4/2008 16:34,2/4/2008 17:43,,,,,,,2/5/2008 1:58,18:16:00,,
2009,Bike,,,Brannick,Terry,M,46,3,,,,,2/2/2009 8:30,2/2/2009 12:15,2/2/2009 12:15,2/2/2009 17:05,2/2/2009 17:35,,,,,,,2/3/2009 5:30,21:00:00,1st bike/overall,
2013,Bike,20,TERRY BRANNICK,Brannick,Terry,,,8,MA USA,,,,1/28 07:00,1/28 11:09,1/28 11:09,1/28 16:08,1/28 16:44,,,,,1/29 01:27,1/29 03:34,1/29 09:21,26:21:00,,
2010,Bike,,,Brannick,Terry,M,46,1,,,,,2/1/2010 7:03,2/1/2010 10:48,2/1/2010 10:48,2/1/2010 15:30,,,,,,,,,,MelGeorges,
2023,Bike,41,"Bredeson, Casey",Bredeson,Casey,,,15,USA/ND,,,,1/30/2023 7:00,1/30/2023 12:24,1/30/2023 13:41,1/30/2023 19:50,1/31/2023 8:57,,,,,1/31/2023 16:10,1/31/2023 17:13,1/31/2023 20:56,,,
2013,Bike,3,KEVIN BREITENBACH,Breitenbach,Kevin,,,1,AK USA,,,,1/28 07:00,1/28 10:20,1/28 10:20,1/28 14:10,1/28 14:22,,,,,1/28 19:00,1/28 19:01,1/28 21:25,14:25:00,,
2015,Bike,5,"Breitenbach, Kevin",Breitenbach,Kevin,,,16,AK USA,,,,1/26 07:00,1/26 10:30,1/26 10:30,1/26 14:26,1/26 14:34,,,,,1/26 19:36,1/26 19:40,1/26 22:10,15:10:00,,
2012,Bike,1,KEVIN BREITENBACH,Breitenbach,Kevin,,,37,AK USA,,,,1/30 07:00,1/30 10:23,1/30 10:23,1/30 14:43,1/30 14:46,,,,,1/30 19:46,1/30 19:50,1/30 22:51,15:51:46,"1st place, by a wheel width.",
2006,Bike,,,BRIDGES,GREGORY,M ,43,28,,,,USA,2/6/2006 7:00,,,,,,,,,,,,,SCR ,
2016,Run,11,"Brown, Craig",Brown,Craig,,,11,MN USA,,,,1/25 07:04,1/25 16:10,1/25 16:39,1/26 04:02,1/26 08:31,,,,,1/26 21:53,1/27 04:25,1/27 11:55,52:51:00,,
2011,Run,999,CRAIG BROWN,Brown,Craig,,,82,,,,,1/31 07:01,1/31 18:19,1/31 19:35,2/1 12:40,,,,,,,,,,dropped,
2013,Run,999,CRAIG BROWN,Brown,Craig,,,23,MN USA,,,,1/28 07:04,1/28 18:32,1/28 19:43,,,,,,,,,,,Dropped at MelGeorge,
2014,Run,999,CRAIG BROWN,Brown,Craig,,,33,MN USA,,,,1/27 07:00,1/27 17:36,1/27 20:04,1/28 10:21,,,,,,,,,,Dropped at MelGeorge,
2015,Bike,43,"Brown, Marc",Brown,Marc,,,17,IN USA,,,,1/26 07:00,1/26 11:53,1/26 12:12,1/26 19:09,1/26 22:04,,,,,1/27 07:12,1/27 07:51,1/27 11:55,28:55:00,,
2016,Bike,34,"Brown, Marc",Brown,Marc,,,12,IN USA,,,,1/25 07:00,1/25 11:57,1/25 12:51,1/25 21:56,1/25 22:56,,,,,1/26 11:29,1/26 11:57,1/26 17:03,34:03:00,,
2008,Foot,,,Brown,Sean,M,39,34,,,,,2/4/2008 7:06,2/4/2008 18:35,2/4/2008 20:20,2/5/2008 12:38,2/5/2008 15:35,,,,,,,,,DNF-Myrtle Lake Shelter,
2017,Bike,21,"Brumbaugh, Mike",Brumbaugh,Mike,,,12,MN USA,,,,1/30 07:00,1/30 10:06,1/30 10:06,1/30 14:37,1/30 14:56,,,,,1/30 21:36,1/30 21:47,1/31 01:35,18:35:00,,
2022,Ski,2,"Brumbaugh, Mike",Brumbaugh,Mike,,,17,MN USA,,,,1/31 07:02,1/31 11:53,1/31 11:54,1/31 17:11,1/31 18:00,,,,,2/1 00:45,2/1 01:05,2/1 04:50,21:48:00,,
2016,Ski,1,"Brumbaugh, Mike",Brumbaugh,Mike,,,13,MN USA,,,,1/25 07:02,1/25 11:21,1/25 11:48,1/25 17:08,1/25 17:44,,,,,1/25 00:04,1/26 00:25,1/26 05:02,22:00:00,New record by 5 minutes! And on a broken (and repaired) pole.,
2020,Run,18,"Brumbaugh, Mike",Brumbaugh,Mike,,,15,MN USA,,,,1/27 07:04,1/27 16:20,1/27 16:25,1/28 03:09,1/28 07:27,,,,,1/28 20:19,1/28 20:43,1/29 06:14,47:10:00,,
2018,Ski,999,"Brumbaugh, Mike",Brumbaugh,Mike,,,14,MN USA,,,,1/29 07:04,1/29 11:47,1/29 12:15,1/29 17:29,,,,,,,,,,Drop at MelGeorge,
2018,Bike,999,"Sampson,Bryan",Bryan,Sampson,,,120,MN USA,,,,1/29 07:02,1/29 12:10,,,,,,,,,,,,Dropped at Gateway,TRUE
2017,Bike,43,"Sampson,Bryan",Bryan,Sampson,,,131,MN USA,,,,1/30 07:00,1/30 10:36,1/30 10:47,1/30 16:01,1/30 16:35,,,,,1/31 00:28,1/31 00:56,1/31 05:43,22:43:00,,
2016,Bike,26,"Sampson,Bryan",Bryan,Sampson,,,119,MN USA,,,,1/25 07:00,1/25 11:46,1/25 11:57,1/25 20:06,1/25 21:35,,,,,1/26 08:29,1/26 09:17,1/26 14:39,31:39:00,,
2008,Foot,,,Bucsinszky,Andreas,M,40,36,,,,,2/4/2008 7:35,,,,,,,,,,,2/6/2008 16:00,56:25:00,DNF-Gateway,
2011,Bike,999,NICOLAS BUER,Buer,Nicolas,,,46,,,,,1/31 07:00,1/24 14:34,1/31 16:04,2/1 11:54,,,,,,,,,,Dropped @ 11:54  2/1 MelGeorge,
2010,Bike,,,Buffington,Jason,M,40,62,,,,,2/1/2010 7:03,2/1/2010 11:32,2/1/2010 11:40,2/1/2010 16:34,2/1/2010 16:52,,,,2/2/2010 0:14,2/2/2010 0:20,2/2/2010 2:50,,19:47:00,,
2013,Bike,6,JASON BUFFINGTON,Buffington,Jason,,,2,MN USA,,,,1/28 07:00,1/28 10:27,1/28 10:27,1/28 14:53,1/28 14:57,,,,,1/28 20:10,1/28 20:14,1/28 23:16,16:16:00,,
2011,Bike,2,JASON BUFFINGTON,Buffington,Jason,,,28,,,,,1/31 07:00,1/31 10:55,1/31 10:56,1/31 15:03,1/31 15:12,,,,,1/31 20:39,1/31 20:44,1/31 23:47,16:47:00,,
2017,Bike,11,"Buffington, Jason",Buffington,Jason,,,13,MN USA,,,,1/30 07:00,1/30 10:06,1/30 10:06,1/30 14:05,1/30 14:05,,,,,1/30 19:31,1/30 19:31,1/30 23:27,16:27:00,,TRUE
2016,Ski,2,"Buffington, Jason",Buffington,Jason,,,14,MN USA,,,,1/25 07:02,1/25 12:24,1/25 12:52,1/25 19:58,1/25 21:38,,,,,1/26 10:35,1/26 10:53,1/26 15:27,32:25:00,Arrowhead a trois winner,
2012,Run,1,JASON BUFFINGTON,Buffington,Jason,,,72,MN USA,,,,1/30 07:04,1/30 15:45,1/30 16:02,1/31 01:48,1/31 02:10,,,,,1/31 14:17,1/31 14:25,1/31 20:20,37:16:00,1st runner to finish.  New record?!?  Confirmed!,
2015,Run,999,"Buffington, Jason",Buffington,Jason,,,18,MN USA,,,,1/26 07:02,1/26 15:51,1/26 16:12,1/27 02:32,,,,,,,,,,dropped at MelGeorge,
2019,Run,999,"Buffington, Jason",Buffington,Jason,,,15,MN USA,,,,1/28 07:04,1/28 15:45,1/28 16:15,,,,,,,,,,,,
2017,Bike,22,"Buhr, Barry",Buhr,Barry,,,14,MN USA,,,,1/30 07:00,1/30 10:22,1/30 10:37,1/30 14:43,1/30 15:15,,,,,1/30 21:26,1/30 22:10,1/31 02:25,19:25:00,,
2016,Bike,30,"Buhr, Barry",Buhr,Barry,,,15,MN USA,,,,1/25 07:00,1/25 12:05,1/25 12:20,1/25 19:42,1/25 21:43,,,,,1/26 11:14,1/26 11:22,1/26 15:56,32:56:00,,
2018,Run,19,"Busch, Bonnie",Busch,Bonnie,,,16,IA USA,,,,1/29 07:06,1/29 18:04,1/29 18:51,1/30 07:30,1/30 08:56,,,,,1/31 01:45,1/31 01:47,1/31 11:07,52:01:00,,
2020,Run,33,"Busch, Bonnie",Busch,Bonnie,,,16,IA USA,,,,1/27 07:04,1/27 19:30,1/27 19:50,1/28 09:29,1/28 09:49,,,,,1/29 01:50,1/29 02:04,1/29 11:50,52:46:00,,
2017,Run,27,"Busch, Bonnie",Busch,Bonnie,,,15,IA USA,,,,1/30 07:04,1/30 18:39,1/30 19:10,1/31 09:15,1/31 10:41,,,,,2/1 03:44,2/1 03:46,2/1 12:53,53:49:00,,
2014,Run,999,bonnie Busch,Busch,Bonnie,,,18,IA USA,,,,1/27 07:04,1/27 18:39,1/27 20:54,1/28 04:36,,,,,,,,,,Dropped at Sheep Ranch Rd,
2015,Run,999,"Busch, Bonnie",Busch,Bonnie,,,19,IA USA,,,,1/26 07:04,1/26 18:38,1/26 19:03,1/27 08:16,1/27 09:58,,,,,1/28 06:21,1/28 07:01,,,Dropped at 123 miles,
2016,Run,999,"Busch, Bonnie",Busch,Bonnie,,,16,IA USA,,,,1/25 07:04,,,,,,,,,,,,,,
2019,Run,999,"Busch, Bonnie",Busch,Bonnie,,,16,IA USA,,,,1/28 07:04,1/28 19:00,1/28 19:35,1/29 09:50,1/29 11:24,,,,,,,,,,
2022,Run,999,"Busch, Bonnie",Busch,Bonnie,,,18,IA USA,,,,1/31 07:04,1/31 19:50,1/31 20:20,2/1 12:38,,,,,,,,,,,
2016,Bike,48,"Bush, Nathan",Bush,Nathan,,,17,MN USA,,,,1/25 07:00,1/25 12:10,1/25 12:33,1/25 21:41,1/26 04:50,,,,,1/26 15:41,1/26 16:06,1/26 22:40,39:40:00,,
2012,Run,24,CORRADO BUZZOLAN,Buzzolan,Corrado,,,80,PROVINCIA VI ITALY,,,,1/30 07:04,1/30 18:47,1/30 19:53,1/31 12:00,1/31 13:30,,,,,2/1 09:48,2/1 10:01,2/1 18:05,59:01:00,,
2011,Run,999,ROGER BYROM,Byrom,Roger,,,125,,,,,1/31 07:01,1/31 19:02,1/31 20:59,,,,,,,,,,,Dropped,
2013,Bike,13,JAY CABLE,Cable,Jay,,,44,AK USA,,,,1/28 07:00,1/28 11:08,1/28 11:15,1/28 16:14,1/28 16:28,,,,,1/28 22:44,1/28 23:03,1/29 03:27,20:27:00,,
2008,Bike,,,Cahalan,Joel,M,37,3,,,,,2/4/2008 8:23,2/4/2008 11:49,2/4/2008 11:52,2/4/2008 16:39,2/4/2008 18:05,,,,,,,2/5/2008 2:14,17:51:00,,
2007,Bike,2,,Cahalan,Joel,M ,35,46,,,,USA,2/5/2007 7:38,,,2/5/2007 18:30,2/5/2006 22:35,,,,,,,2/6/2007 15:37,31:59:00,2 hour penalty - not included in time,
2020,Ski,1,"Campbell, Dan",Campbell,Dan,,,17,MT USA,,,,1/27 07:02,1/27 11:20,1/27 11:31,1/27 16:30,1/27 17:20,,,,,1/27 23:30,1/28 00:36,1/28 03:59,20:57:00,New record!,
2022,Ski,3,"Campbell, Dan",Campbell,Dan,,,19,MT USA,,,,1/31 07:02,1/31 11:54,1/31 11:54,1/31 17:19,1/31 18:09,,,,,2/1 04:12,2/1 05:04,2/1 09:28,26:26:00,,
2018,Ski,1,"Campbell, Dan",Campbell,Dan,,,17,MT USA,,,,1/29 07:04,1/29 12:12,1/29 12:56,1/29 18:01,1/29 21:42,,,,,1/30 09:42,1/30 12:05,1/30 15:33,32:29:00,,
2017,Ski,0,"Campbell, Dan",Campbell,Dan,,,16,MT USA,,,,1/30 07:02,1/30 11:17,1/30 11:27,1/30 16:11,1/30 16:28,,,,,1/30 22:56,,,,drop at Surly,
2022,Ski,8,"Candel, Joaquin",Candel,Joaquin,,,20,NV USA,,,,1/31 07:02,1/31 19:35,1/31 19:35,2/1 10:08,2/1 10:08,,,,,2/2 07:05,2/2 07:05,2/2 16:50,57:48:00,,TRUE
2015,Run,23,"Candel, Joaquin",Candel,Joaquin,,,80,NV USA,,,,1/26 07:04,1/26 17:52,1/26 18:18,1/27 06:55,1/27 08:43,,,,,1/28 01:20,1/28 02:26,1/28 11:50,52:46:00,,
2014,Run,999,Joaquin Candel,Candel,Joaquin,,,80,Alicante Spain,,,,1/27 07:04,1/27 21:00,,,,,,,,,,,,Dropped at Gateway,
2020,Ski,999,"Candel, Joaquin",Candel,Joaquin,,,18,NV USA,,,,1/27 07:02,1/27 19:45,,,,,,,,,,,,,
2020,Run,999,"Canestorp, Dustin",Canestorp,Dustin,,,19,NC USA,,,,1/27 07:04,1/27 14:20,,,,,,,,,,,,Gateway,
2017,Bike,8,"Cannon, Steve",Cannon,Steve,,,17,IA USA,,,,1/30 07:00,1/30 09:56,1/30 10:07,1/30 14:11,1/30 14:22,,,,,1/30 19:45,1/30 19:52,1/30 22:58,15:58:00,,
2018,Bike,19,"Cannon, Steve",Cannon,Steve,,,18,IA USA,,,,1/29 07:02,1/29 10:22,1/29 10:21,1/29 15:31,1/29 15:35,,,,,1/30 01:48,1/30 02:04,1/30 05:49,22:47:00,,TRUE
2019,Bike,8,"Cannon, Steve",Cannon,Steve,,,17,IA USA,,,,1/28 07:00,1/28 10:25,1/28 10:40,1/28 15:10,1/28 15:35,,,,,1/28 22:06,1/28 22:40,1/29 02:08,19:08:00,,
2016,Bike,19,"Cannon, Steve",Cannon,Steve,,,18,IA USA,,,,1/25 07:00,1/25 11:05,1/25 11:09,1/25 17:32,1/25 18:35,,,,,1/26 04:45,1/26 05:12,1/26 09:52,26:52:00,,
2020,Bike,41,"Cannon, Steve",Cannon,Steve,,,20,IA USA,,,,1/27 07:00,1/27 10:47,1/27 10:53,1/27 16:50,1/28 03:06,,,,,1/28 10:05,1/28 10:20,1/28 13:45,30:45:00,,
2018,Bike,54,"Carley, Paula",Carley,Paula,,,19,MN USA,,,,1/29 07:02,1/29 11:53,1/29 12:49,1/29 20:19,1/30 08:05,,,,,1/30 18:08,1/30 19:43,1/31 02:00,42:58:00,,
2015,Run,999,Sa' Carlos,Carlos,Sa',,,128,Portugal,,,,1/26 07:04,1/26 14:52,1/26 15:09,1/27 00:48,1/27 01:11,,,,,1/27 15:47,,,,Dropped at Ski Pulk,
2011,Bike,999,MICHAEL CARLSON,Carlson,Michael,,,43,,,,,1/31 07:00,1/31 13:50,1/31 14:55,1/31 22:00,2/1 06:14,,,,,,,,,Dropped,
2013,Bike,999,MICHAEL CARLSON,Carlson,Michael,,,65,MN USA,,,,1/28 07:00,1/28 15:26,1/28 16:58,1/29 05:43,,,,,,,,,,Dropped,
2014,Bike,999,MICHAEL CARLSON,Carlson,Michael,,,110,MN USA,,,,1/27 07:00,1/27 13:49,,,,,,,,,,,,Dropped at Gateway,
2022,Bike,15,"Carlson, Tristan",Carlson,Tristan,,,22,MN USA,,,,1/31 07:00,1/31 11:45,1/31 11:55,1/31 17:41,1/31 18:28,,,,,2/1 01:23,2/1 02:07,2/1 05:53,22:53:00,,
2023,Bike,999,"Carter, Jason",Carter,Jason,,,19,CAN/MB,,,,1/30/2023 7:00,1/30/2023 13:37,1/30/2023 15:01,1/30/2023 23:00,,,,,,,,,,Drop at MelGeorge's,
2012,Ski,6,TODD CEDARHOLM,Cedarholm,Todd,,,137,WY USA,,,,1/30 07:02,1/30 14:57,1/30 15:22,1/31 02:10,1/31 03:30,,,,,1/31 22:23,1/31 22:25,2/1 10:52,51:50:00,,
2010,Foot,,,Cerqueira,Rodrigo,M,37,31,,,,,2/1/2010 7:03,2/1/2010 20:02,,,,,,,,,,,,Gateway,
2013,Bike,999,ANDY CHADWICK,Chadwick,Andy,,,15,WEST YORKSHIRE UK,,,,1/28 07:00,1/28 14:48,1/28 15:44,,,,,,,,,,,Dropped at MelGeorge,
2014,Bike,999,ANDY CHADWICK,Chadwick,Andy,,,10,West Yorkshire UK,,,,1/27 07:00,1/27 12:51,1/27 13:46,1/27 21:24,,,,,,,,,,Dropped at MelGeorge,
2014,Bike,17,JANE CHADWICK,Chadwick,Jane,,,65,West Yorkshire UK,,,,1/27 07:00,1/27 12:35,1/27 13:46,1/27 20:28,1/28 05:25,,,,,1/28 12:45,1/28 13:39,1/28 17:15,34:15:00,,
2013,Bike,999,JANE CHADWICK,Chadwick,Jane,,,42,WEST YORKSHIRE UK,,,,1/28 07:00,1/28 14:48,1/28 15:44,,,,,,,,,,,Dropped at MelGeorge,
2012,Run,999,RIMA CHAI,Chai,Rima,,,116,SINGAPORE SINGAPORE,,,,1/30 07:04,1/30 20:22,1/30 21:00,,,,,,,,,,,DNF at MelGeorge,
2014,Run,999,Rima Chai,Chai,Rima,,,131,Singapore,,,,1/27 07:04,1/27 20:13,,,,,,,,,,,,Dropped at Gateway,
2018,Run,36,"Chai, Rima ""Tyre Girl""",Chai,Rima,,,20,Surry UK,,,,1/29 07:06,1/29 17:59,1/29 20:00,1/30 09:51,1/30 11:05,,,,,1/31 08:57,1/31 09:49,1/31 18:27,59:21:00,,
2009,Foot,,,Chamberlain,Bert,M,57,40,,,,,2/2/2009 7:14,2/2/2009 22:05,,,,,,,,,,,,DNF,
2022,Ski,3,"Chapman, Alan",Chapman,Alan,,,23,MN USA,,,,1/31 07:02,1/31 12:13,1/31 12:25,1/31 18:32,1/31 19:18,,,,,2/1 04:12,2/1 05:04,2/1 09:28,26:26:00,,
2023,Foot,8,"Chapman, Alan",Chapman,Alan,,,20,USA/MN,,,,1/30/2023 7:04,1/30/2023 15:27,1/30/2023 15:47,1/31/2023 2:15,1/31/2023 5:11,,,,,1/31/2023 17:21,1/31/2023 17:50,2/1/2023 1:45,,,
2016,Run,999,"Chapman, Michael",Chapman,Michael,,,19,UK,,,,1/25 07:04,1/25 19:56,1/25 20:49,,,,,,,,,,,,
2011,Bike,27,RICHARD CHIN,Chin,Richard,,,148,,,,,1/31 07:00,1/31 13:50,1/31 14:55,1/31 22:00,2/1 06:14,,,,,2/1 14:12,2/1 15:02,2/1 17:32,34:32:00,,
2015,Bike,58,"CHIN, RICHARD",Chin,Richard,,,20,MN USA,,,,1/26 07:00,1/26 12:35,1/26 13:43,1/26 20:28,1/27 06:14,,,,,1/27 14:00,1/27 14:49,1/27 18:40,35:40:00,,
2014,Bike,22,RICHARD CHIN,Chin,Richard,,,128,MN USA,,,,1/27 07:00,1/27 12:59,1/27 14:27,1/27 21:15,1/28 07:35,,,,,1/28 14:49,1/28 15:33,1/28 19:10,36:10:00,,
2013,Bike,999,RICHARD CHIN,Chin,Richard,,,75,MN USA,,,,1/28 07:00,1/28 14:41,1/28 16:58,1/29 03:49,,,,,,,,,,Dropped at MelGeorge,
2012,Run,999,B. R. CHONTOSH,Chontosh,Brian,,,76,MD USA,,,,1/30 07:04,1/30 16:54,1/30 17:42,1/31 09:04,1/31 12:44,,,,,,,,,,
2017,Run,18,"Chontosh, Brian",Chontosh,Brian,,,19,CO USA,,,,1/30 07:04,1/30 15:52,1/30 16:29,1/31 04:08,1/31 06:54,,,,,1/31 20:15,2/1 00:35,2/1 10:34,51:30:00,,
