year,category,position,name,lastname,firstname,gender,age,bib,state_province_country,city,country,start_time,gateway_enter_time,gateway_exit_time,gateway_time_duration,melgeorges_enter_time,melgeorges_exit_time,melgeorges_time_duration,myrtle_lake_enter_time,myrtle_lake_exit_time,myrtle_lake_time_duration,crescent_enter_time,crescent_exit_time,crescent__time_duration,ski_pulk_enter_time,ski_pulk_exit_time,ski_pulk_time_duration,finish_time,overall_time_duration,overall_time_duration_computed,comments,unsupported
2023,Foot,999,"Barnes, Shaun",Barnes,Shaun,,,5,USA/WI,,,2023-01-30T07:04:00.0000000,2023-01-30T17:45:00.0000000,2023-01-30T18:39:00.0000000,0:54:00,2023-01-31T07:46:00.0000000,,,,,,,,,,,,,,,Drop at MelGeorge's,
2019,Bike,24,"Barnhouse, J.b.",Barnhouse,James,,,5,IA USA,,,2019-01-28T07:00:00.0000000,2019-01-28T11:25:00.0000000,2019-01-28T11:40:00.0000000,0:15:00,2019-01-28T16:45:00.0000000,2019-01-28T19:00:00.0000000,2:15:00,,,,,,,2019-01-29T01:15:00.0000000,2019-01-29T04:15:00.0000000,3:00:00,2019-01-29T08:23:00.0000000,25:23:00,25:23:00,,
2018,Bike,21,"Barnhouse, James",Barnhouse,James,,,9,IA USA,,,2018-01-29T07:02:00.0000000,2018-01-29T10:55:00.0000000,2018-01-29T11:20:00.0000000,0:25:00,2018-01-29T15:40:00.0000000,2018-01-29T15:50:00.0000000,0:10:00,,,,,,,2018-01-29T23:53:00.0000000,2018-01-30T01:40:00.0000000,1:47:00,2018-01-30T06:01:00.0000000,22:59:00,22:59:00,,
2017,Bike,48,"Barnhouse, James",Barnhouse,James,,,5,IA USA,,,2017-01-30T07:00:00.0000000,2017-01-30T11:12:00.0000000,2017-01-30T11:28:00.0000000,0:16:00,2017-01-30T16:24:00.0000000,2017-01-30T19:06:00.0000000,2:42:00,,,,,,,2017-01-31T02:23:00.0000000,2017-01-31T03:39:00.0000000,1:16:00,2017-01-31T07:18:00.0000000,24:18:00,24:18:00,,
2015,Bike,40,"Barnhouse, James",Barnhouse,James,,,9,IA USA,,,2015-01-26T07:00:00.0000000,2015-01-26T11:30:00.0000000,2015-01-26T12:15:00.0000000,0:45:00,2015-01-26T17:43:00.0000000,2015-01-26T21:42:00.0000000,3:59:00,,,,,,,2015-01-27T05:00:00.0000000,2015-01-27T06:35:00.0000000,1:35:00,2015-01-27T10:06:00.0000000,27:06:00,27:06:00,,
2016,Bike,999,"Barnhouse, James",Barnhouse,James,,,5,IA USA,,,2016-01-25T07:00:00.0000000,2016-01-25T12:21:00.0000000,2016-01-25T13:21:00.0000000,1:00:00,2016-01-25T21:48:00.0000000,,,,,,,,,,,,,,,,
2010,Bike,,,Basinger,Peter,M,29,58,,,,2010-02-01T07:03:00.0000000,2010-02-01T10:48:00.0000000,2010-02-01T10:48:00.0000000,0:00:00,2010-02-01T14:05:00.0000000,2010-02-01T15:19:00.0000000,1:14:00,,,,,2010-02-01T20:55:00.0000000,,2010-02-01T21:05:00.0000000,2010-02-01T23:20:00.0000000,2:15:00,,16:17:01,,,
2023,Bike,28,"Battiston, Matthew",Battiston,Matthew,,,6,USA/KS,,,2023-01-30T07:00:00.0000000,2023-01-30T15:00:00.0000000,2023-01-30T15:00:00.0000000,0:00:00,2023-01-30T21:54:00.0000000,2023-01-31T02:54:00.0000000,5:00:00,,,,,,,2023-01-31T08:40:00.0000000,2023-01-31T08:53:00.0000000,0:13:00,2023-01-31T14:20:00.0000000,,31:20:00,,TRUE
2022,Bike,30,"Battiston, Matthew",Battiston,Matthew,,,9,KS USA,,,2022-01-31T07:00:00.0000000,2022-01-31T11:43:00.0000000,2022-01-31T12:05:00.0000000,0:22:00,2022-01-31T19:10:00.0000000,2022-01-31T19:39:00.0000000,0:29:00,,,,,,,2022-02-01T06:02:00.0000000,2022-02-01T06:15:00.0000000,0:13:00,2022-02-01T11:34:00.0000000,28:34:00,28:34:00,,
2009,Ski,,,Baxter,Greg,M,24,38,,,,2009-02-02T07:36:00.0000000,2009-02-02T17:45:00.0000000,2009-02-02T18:45:00.0000000,1:00:00,,,,,,,,,,,,,,,,DNF,
2018,Bike,29,"Beadle, Whitney",Beadle,Whitney,,,10,WI USA,,,2018-01-29T07:02:00.0000000,2018-01-29T10:48:00.0000000,2018-01-29T11:55:00.0000000,1:07:00,2018-01-29T16:53:00.0000000,2018-01-29T17:28:00.0000000,0:35:00,,,,,,,2018-01-30T00:55:00.0000000,2018-01-30T02:17:00.0000000,1:22:00,2018-01-30T08:42:00.0000000,25:40:00,25:40:00,,
2012,Bike,31,TIMOTHY BEKKE,Bekke,Timothy,,,61,MN USA,,,2012-01-30T07:00:00.0000000,2012-01-30T11:34:00.0000000,2012-01-30T12:28:00.0000000,0:54:00,2012-01-30T18:49:00.0000000,2012-01-30T20:20:00.0000000,1:31:00,,,,,,,2012-01-31T10:15:00.0000000,2012-01-31T10:35:00.0000000,0:20:00,2012-01-31T14:19:00.0000000,31:19:00,31:19:00,,
2011,Bike,999,TIMOTHY BEKKE,Bekke,Timothy,,,59,,,,2011-01-31T07:00:00.0000000,,,,,,,,,,,,,,,,,,,dropped/medical/OK,
2014,Bike,999,TIMOTHY BEKKE,Bekke,Timothy,,,162,MN USA,,,2014-01-27T07:00:00.0000000,2014-01-27T12:25:00.0000000,2014-01-27T14:12:00.0000000,1:47:00,2014-01-27T20:44:00.0000000,,,,,,,,,,,,,,,Dropped at MelGeorge,
2019,Bike,2,"Beltchenko, Neil",Beltchenko,Neil,,,8,MN USA,,,2019-01-28T07:00:00.0000000,2019-01-28T09:52:00.0000000,2019-01-28T09:52:00.0000000,0:00:00,2019-01-28T13:25:00.0000000,2019-01-28T13:42:00.0000000,0:17:00,,,,,,,2019-01-28T18:00:00.0000000,2019-01-28T18:03:00.0000000,0:03:00,2019-01-28T20:27:00.0000000,13:27:00,13:27:00,1st unsupported men's biker,TRUE
2020,Bike,1,"Beltchenko, Neil",Beltchenko,Neil,,,7,MN USA,,,2020-01-27T07:00:00.0000000,2020-01-27T09:58:00.0000000,2020-01-27T09:58:00.0000000,0:00:00,2020-01-27T13:43:00.0000000,2020-01-27T13:43:00.0000000,0:00:00,,,,,,,2020-01-27T18:26:00.0000000,2020-01-27T18:26:00.0000000,0:00:00,2020-01-27T21:03:00.0000000,14:03:00,14:03:00,1st male biker and unsupported!,TRUE
2014,Bike,999,Neil Beltchenko,Beltchenko,Neil,,,119,CO USA,,,2014-01-27T07:00:00.0000000,2014-01-27T11:52:00.0000000,,,,,,,,,,,,,,,,,,Dropped at Gateway,
2010,Bike,,,Benetti,Aaron,M,33,59,,,,2010-02-01T07:03:00.0000000,2010-02-01T13:23:00.0000000,2010-02-01T14:20:00.0000000,0:57:00,2010-02-02T03:20:00.0000000,2010-02-02T04:15:00.0000000,0:55:00,,,,,2010-02-02T14:47:00.0000000,,2010-02-02T15:41:00.0000000,2010-02-02T18:19:00.0000000,2:38:00,,35:16:00,,,
2015,Bike,999,"Benetti, Aaron",Benetti,Aaron,,,10,MO USA,,,2015-01-26T07:00:00.0000000,2015-01-26T12:34:00.0000000,2015-01-26T12:43:00.0000000,0:09:00,2015-01-26T20:21:00.0000000,2015-01-27T05:40:00.0000000,9:19:00,,,,,,,,,,,,,dropped after MelGeorge,
2017,Bike,0,"Benetti, Aaron",Benetti,Aaron,,,7,MO USA,,,2017-01-30T07:00:00.0000000,2017-01-30T13:13:00.0000000,2017-01-30T13:51:00.0000000,0:38:00,,,,,,,,,,,,,,,,Drop at Sheep Ranch Rd,
2023,Bike,999,"Benetti, Aaron",Benetti,Aaron,,,7,USA/MO,,,2023-01-30T07:00:00.0000000,2023-01-30T13:47:00.0000000,2023-01-30T15:08:00.0000000,1:21:00,,,,,,,,,,,,,,,,Bike issues,
2023,Bike,999,"Benetti, Donovan",Benetti,Donovan,,,8,USA/MO,,,2023-01-30T07:00:00.0000000,2023-01-30T13:27:00.0000000,2023-01-30T15:08:00.0000000,1:41:00,,,,,,,,,,,,,,,,Bike issues,
2022,Run,23,"Bengolea, Hector",Bengolea,Hector,,,10,ARG ARG,,,2022-01-31T07:04:00.0000000,2022-01-31T18:05:00.0000000,2022-01-31T18:50:00.0000000,0:45:00,2022-02-01T08:48:00.0000000,2022-02-01T09:35:00.0000000,0:47:00,,,,,,,2022-02-02T01:58:00.0000000,2022-02-02T03:50:00.0000000,1:52:00,2022-02-02T13:44:00.0000000,54:40:00,54:40:00,,
2006,Foot,16,,Benike,Jim,"M ",56,9,,,USA,2006-02-06T07:00:00.0000000,,,,2006-02-07T05:29:00.0000000,2006-02-07T08:37:00.0000000,3:08:00,,,,,,,,,,2006-02-08T13:45:00.0000000,54:45:00,54:45:00,,
2020,Run,999,"Benkers, Adam",Benkers,Adam,,,8,IL USA,,,2020-01-27T07:04:00.0000000,2020-01-27T18:05:00.0000000,,,,,,,,,,,,,,,,,,Gateway,
2017,Bike,10,"Berggren, Marcus",Berggren,Marcus,,,8,FL USA,,,2017-01-30T07:00:00.0000000,2017-01-30T09:53:00.0000000,2017-01-30T09:53:00.0000000,0:00:00,2017-01-30T13:46:00.0000000,2017-01-30T13:46:00.0000000,0:00:00,,,,,,,2017-01-30T19:32:00.0000000,2017-01-30T19:32:00.0000000,0:00:00,2017-01-30T23:19:00.0000000,16:19:00,16:19:00,,TRUE
2019,Bike,33,"Berggren, Marcus",Berggren,Marcus,,,9,FL USA,,,2019-01-28T07:00:00.0000000,2019-01-28T11:20:00.0000000,2019-01-28T11:57:00.0000000,0:37:00,2019-01-28T17:50:00.0000000,2019-01-28T23:09:00.0000000,5:19:00,,,,,,,2019-01-29T07:35:00.0000000,2019-01-29T10:05:00.0000000,2:30:00,2019-01-29T14:55:00.0000000,31:55:00,31:55:00,,
2015,Run,1,"Berggren, Marcus",Berggren,Marcus,,,11,Sweden,,,2015-01-26T07:04:00.0000000,2015-01-26T14:31:00.0000000,2015-01-26T14:39:00.0000000,0:08:00,2015-01-26T23:48:00.0000000,2015-01-26T23:58:00.0000000,0:10:00,,,,,,,2015-01-27T10:50:00.0000000,2015-01-27T10:53:00.0000000,0:03:00,2015-01-27T17:24:00.0000000,34:20:00,34:20:00,New record by just under 3 hrs!,
2020,Ski,4,"Berggren, Marcus",Berggren,Marcus,,,9,FL USA,,,2020-01-27T07:02:00.0000000,2020-01-27T12:49:00.0000000,2020-01-27T13:36:00.0000000,0:47:00,2020-01-27T21:45:00.0000000,2020-01-28T00:00:00.0000000,2:15:00,,,,,,,2020-01-28T11:26:00.0000000,2020-01-28T13:22:00.0000000,1:56:00,2020-01-28T19:54:00.0000000,36:52:00,36:52:00,,
2016,Run,3,"Berggren, Marcus",Berggren,Marcus,,,7,SWED,,,2016-01-25T07:04:00.0000000,2016-01-25T15:13:00.0000000,2016-01-25T15:25:00.0000000,0:12:00,2016-01-26T02:42:00.0000000,2016-01-26T02:55:00.0000000,0:13:00,,,,,,,2016-01-26T15:55:00.0000000,2016-01-26T16:05:00.0000000,0:10:00,2016-01-26T23:50:00.0000000,40:46:00,40:46:00,,
2018,Ski,999,"Berggren, Marcus",Berggren,Marcus,,,11,FL USA,,,2018-01-29T07:04:00.0000000,2018-01-29T12:43:00.0000000,2018-01-29T14:24:00.0000000,1:41:00,2018-01-29T20:36:00.0000000,,,,,,,,,,,,,,,Drop at MelGeorge,
2018,Bike,45,"Berglund, Erv",Berglund,Erwin,,,12,MN USA,,,2018-01-29T07:02:00.0000000,2018-01-29T11:45:00.0000000,2018-01-29T12:37:00.0000000,0:52:00,2018-01-29T18:36:00.0000000,2018-01-29T21:03:00.0000000,2:27:00,,,,,,,2018-01-30T11:32:00.0000000,2018-01-30T13:11:00.0000000,1:39:00,2018-01-30T18:43:00.0000000,35:41:00,35:41:00,15 min penalty for loss of equipment/ clothing,
2014,Bike,23,ERWIN BERGLUND,Berglund,Erwin,,,54,MN USA,,,2014-01-27T07:00:00.0000000,2014-01-27T12:17:00.0000000,2014-01-27T13:55:00.0000000,1:38:00,2014-01-27T20:55:00.0000000,2014-01-28T05:25:00.0000000,8:30:00,,,,,,,2014-01-28T14:37:00.0000000,2014-01-28T15:52:00.0000000,1:15:00,2014-01-28T19:54:00.0000000,36:54:00,36:54:00,,
2012,Bike,40,ERWIN BERGLUND,Berglund,Erwin,,,23,MN USA,,,2012-01-30T07:00:00.0000000,2012-01-30T12:39:00.0000000,2012-01-30T13:30:00.0000000,0:51:00,2012-01-30T22:21:00.0000000,2012-01-31T04:56:00.0000000,6:35:00,,,,,,,2012-01-31T15:40:00.0000000,2012-01-31T16:32:00.0000000,0:52:00,2012-01-31T20:55:00.0000000,37:55:00,37:55:00,,
2013,Bike,999,ERWIN BERGLUND,Berglund,Erwin,,,33,MN USA,,,2013-01-28T07:00:00.0000000,2013-01-28T13:14:00.0000000,2013-01-28T13:58:00.0000000,0:44:00,2013-01-28T22:18:00.0000000,,,,,,,,,,,,,,,Dropped at MelGeorge,
2016,Bike,999,"Berglund, Erwin",Berglund,Erwin,,,8,MN USA,,,2016-01-25T07:00:00.0000000,2016-01-25T13:54:00.0000000,2016-01-25T15:05:00.0000000,1:11:00,,,,,,,,,,,,,,,,Dropped at SRR,
2007,Bike,999,,Bernhard,Mike,"M ",45,36,,,USA,2007-02-05T07:53:00.0000000,,,,2007-02-06T15:42:00.0000000,,,,,,,,,,,,,,,,
2015,Bike,2,"Berntson, Tim",Berntson,Tim,,,12,AK USA,,,2015-01-26T07:00:00.0000000,2015-01-26T10:30:00.0000000,2015-01-26T10:30:00.0000000,0:00:00,2015-01-26T14:25:00.0000000,2015-01-26T14:32:00.0000000,0:07:00,,,,,,,2015-01-26T19:36:00.0000000,2015-01-26T19:39:00.0000000,0:03:00,2015-01-26T22:00:00.0000000,15:00:01,15:00:00,,
2012,Bike,2,TIM BERNTSON,Berntson,Tim,,,59,AK USA,,,2012-01-30T07:00:00.0000000,2012-01-30T10:26:00.0000000,2012-01-30T10:26:00.0000000,0:00:00,2012-01-30T14:43:00.0000000,2012-01-30T14:46:00.0000000,0:03:00,,,,,,,2012-01-30T19:46:00.0000000,2012-01-30T19:50:00.0000000,0:04:00,2012-01-30T22:51:00.0000000,15:51:47,15:51:00,,
2014,Run,8,David Berridge,Berridge,David,,,42,Isle of Wright UK,,,2014-01-27T07:04:00.0000000,2014-01-27T17:17:00.0000000,2014-01-27T18:28:00.0000000,1:11:00,2014-01-28T07:03:00.0000000,2014-01-28T09:08:00.0000000,2:05:00,,,,,,,2014-01-28T23:40:00.0000000,2014-01-29T00:51:00.0000000,1:11:00,2014-01-29T10:08:00.0000000,51:04:00,51:04:00,,
2012,Run,6,JOHN BERTRAM,Bertram,John,,,97,OH USA,,,2012-01-30T07:04:00.0000000,2012-01-30T16:07:00.0000000,2012-01-30T17:11:00.0000000,1:04:00,2012-01-31T04:28:00.0000000,2012-01-31T08:17:00.0000000,3:49:00,,,,,,,2012-01-31T22:11:00.0000000,2012-01-31T23:09:00.0000000,0:58:00,2012-02-01T06:56:00.0000000,47:52:00,47:52:00,,
2015,Run,16,"BERTRAM, JOHN",Bertram,John,,,13,USA,,,2015-01-26T07:04:00.0000000,2015-01-26T17:02:00.0000000,2015-01-26T18:31:00.0000000,1:29:00,2015-01-27T06:17:00.0000000,2015-01-27T08:49:00.0000000,2:32:00,,,,,,,2015-01-27T23:08:00.0000000,2015-01-28T00:31:00.0000000,1:23:00,2015-01-28T09:01:00.0000000,49:57:00,49:57:00,,
2011,Run,7,JOHN BERTRAM,Bertram,John,,,102,,,,2011-01-31T07:01:00.0000000,2011-01-31T15:49:00.0000000,2011-01-31T16:41:00.0000000,0:52:00,2011-02-01T04:18:00.0000000,2011-02-01T08:40:00.0000000,4:22:00,,,,,,,2011-02-02T01:20:00.0000000,2011-02-02T04:44:00.0000000,3:24:00,2011-02-02T11:55:00.0000000,52:54:00,52:54:00,,
2016,Run,15,"Bertram, John",Bertram,John,,,9,OH USA,,,2016-01-25T07:04:00.0000000,2016-01-25T17:22:00.0000000,2016-01-25T18:20:00.0000000,0:58:00,2016-01-26T07:17:00.0000000,2016-01-26T09:44:00.0000000,2:27:00,,,,,,,2016-01-27T01:30:00.0000000,2016-01-27T03:10:00.0000000,1:40:00,2016-01-27T12:24:00.0000000,53:20:00,53:20:00,,
2017,Run,32,"Bertram, John",Bertram,John,,,10,OH USA,,,2017-01-30T07:04:00.0000000,2017-01-30T16:44:00.0000000,2017-01-30T17:30:00.0000000,0:46:00,2017-01-31T05:50:00.0000000,2017-01-31T08:22:00.0000000,2:32:00,,,,,,,2017-02-01T01:06:00.0000000,2017-02-01T04:02:00.0000000,2:56:00,2017-02-01T14:44:00.0000000,55:40:00,55:40:00,,
2013,Run,5,JOHN BERTRAM,Bertram,John,,,101,OH USA,,,2013-01-28T07:04:00.0000000,2013-01-28T16:07:00.0000000,2013-01-28T17:01:00.0000000,0:54:00,2013-01-29T09:22:00.0000000,2013-01-29T11:50:00.0000000,2:28:00,,,,,,,2013-01-30T08:10:00.0000000,2013-01-30T08:30:00.0000000,0:20:00,2013-01-30T17:21:00.0000000,58:17:00,58:17:00,,
2014,Run,999,JOHN BERTRAM,Bertram,John,,,83,OH USA,,,2014-01-27T07:04:00.0000000,2014-01-27T16:14:00.0000000,,,,,,,,,,,,,,,,,,Dropped at Gateway,
2011,Bike,8,HEATHER BEST,Best,Heather,,,25,,,,2011-01-31T07:00:00.0000000,2011-01-31T11:12:00.0000000,2011-01-31T11:20:00.0000000,0:08:00,2011-01-31T16:01:00.0000000,2011-01-31T17:18:00.0000000,1:17:00,,,,,,,2011-01-31T23:38:00.0000000,2011-02-01T00:39:00.0000000,1:01:00,2011-02-01T03:14:00.0000000,20:14:00,20:14:00,Shatters Women's Arrowhead Record by 6+ hrs!,
2014,Run,11,Divesh Bhatt,Bhatt,Divesh,,,48,GA USA,,,2014-01-27T07:04:00.0000000,2014-01-27T17:34:00.0000000,2014-01-27T20:05:00.0000000,2:31:00,2014-01-28T08:20:00.0000000,2014-01-28T11:22:00.0000000,3:02:00,,,,,,,2014-01-29T02:40:00.0000000,2014-01-29T03:00:00.0000000,0:20:00,2014-01-29T10:40:00.0000000,51:36:00,51:36:00,,
2013,Bike,999,THEODORE BIBBY,Bibby,Theodore,,,87,ND USA,,,2013-01-28T07:00:00.0000000,2013-01-28T13:37:00.0000000,2013-01-28T14:22:00.0000000,0:45:00,2013-01-28T23:46:00.0000000,2013-01-29T06:35:00.0000000,6:49:00,,,,,,,,,,,,,Dropped at MelGeorge,
2016,Bike,31,"Bilek, Jerry",Bilek,Jerry,,,10,MN USA,,,2016-01-25T07:00:00.0000000,2016-01-25T11:55:00.0000000,2016-01-25T12:27:00.0000000,0:32:00,2016-01-25T19:42:00.0000000,2016-01-26T01:05:00.0000000,5:23:00,,,,,,,2016-01-26T11:40:00.0000000,2016-01-26T12:10:00.0000000,0:30:00,2016-01-26T16:02:00.0000000,33:02:00,33:02:00,,
2013,Bike,999,JERRY BILEK,Bilek,Jerry,,,46,MN USA,,,2013-01-28T07:00:00.0000000,2013-01-28T12:19:00.0000000,2013-01-28T12:44:00.0000000,0:25:00,2013-01-28T18:33:00.0000000,2013-01-28T19:38:00.0000000,1:05:00,,,,,,,,,,,,,Dropped in Orr,
2014,Bike,999,JERRY BILEK,Bilek,Jerry,,,75,MN USA,,,2014-01-27T07:00:00.0000000,2014-01-27T12:19:00.0000000,2014-01-27T13:10:00.0000000,0:51:00,2014-01-27T19:40:00.0000000,,,,,,,,,,,,,,,Dropped at MelGeorge,
2013,Bike,12,BRIAN BLAIR,Blair,Brian,,,146,CA USA,,,2013-01-28T07:00:00.0000000,2013-01-28T11:08:00.0000000,2013-01-28T11:16:00.0000000,0:08:00,2013-01-28T16:06:00.0000000,2013-01-28T16:25:00.0000000,0:19:00,,,,,,,2013-01-28T22:43:00.0000000,2013-01-28T23:03:00.0000000,0:20:00,2013-01-29T03:26:00.0000000,20:26:00,20:26:00,,
2005,Bike,999,,Block,Brian,,,11,,Johnston,USA,2005-02-28T07:02:00.0000000,,,,,,,2005-03-01T11:45:00.0000000,,,,,,,,,,,,,
2006,Bike,,,Block,Brian,"M ",32,4,,,USA,2006-02-06T07:00:00.0000000,,,,2006-02-07T15:40:00.0000000,,,,,,,,,,,,,,,DNF,
2008,Foot,,,Bodoh,Jim,M,55,33,,,,2008-02-04T07:24:00.0000000,2008-02-04T22:50:00.0000000,,,,,,,,,,,,,,,2008-02-06T20:00:00.0000000,60:36:00,60:36:00,Gateway,
2011,Run,999,JIM BODOH,Bodoh,Jim,,,98,,,,2011-01-31T07:01:00.0000000,2011-01-31T20:25:00.0000000,2011-01-31T20:55:00.0000000,0:30:00,,,,,,,,,,,,,,,,dropped cutoff,
2009,Foot,,,Bodoh,Jim,M,56,34,,,,2009-02-02T07:14:00.0000000,2009-02-02T21:35:00.0000000,,,,,,,,,,,,,,,,,,DNF,
2020,Bike,43,"Boesenberg, Gary",Boesenberg,Gary,,,10,IA USA,,,2020-01-27T07:00:00.0000000,2020-01-27T11:22:00.0000000,2020-01-27T11:38:00.0000000,0:16:00,2020-01-27T17:09:00.0000000,2020-01-27T18:24:00.0000000,1:15:00,,,,,,,2020-01-28T10:10:00.0000000,2020-01-28T10:40:00.0000000,0:30:00,2020-01-28T14:25:00.0000000,31:25:00,31:25:00,,
2022,Run,999,"Boesenberg, Gary",Boesenberg,Gary,,,12,IA USA,,,2022-01-31T07:04:00.0000000,2022-01-31T19:05:00.0000000,2022-01-31T19:45:00.0000000,0:40:00,,,,,,,,,,,,,,,,at Gateway,
2023,Foot,999,"Boesenberg, Gary",Boesenberg,Gary,,,10,USA/IA,,,2023-01-30T07:04:00.0000000,2023-01-30T19:20:00.0000000,,,,,,,,,,,,,,,,,,,
2022,Run,999,"Boggie-Miloserdova, Irina",Boggie-Miloserdova,Irina,,,199,MN USA,,,2022-01-31T07:04:00.0000000,2022-01-31T19:05:00.0000000,2022-01-31T20:20:00.0000000,1:15:00,2022-02-01T12:38:00.0000000,,,,,,,,,,,,,,,,
2023,Foot,999,"Boggie-Miloserdova, Irina",Boggie-Miloserdova,Irina,,,11,USA/MN,,,2023-01-30T07:04:00.0000000,2023-01-30T18:35:00.0000000,,,,,,,,,,,,,,,,,,,
2023,Foot,11,"Boler, Eric",Boler,Eric,,,12,USA/MN,,,2023-01-30T07:04:00.0000000,2023-01-30T16:38:00.0000000,2023-01-30T18:07:00.0000000,1:29:00,2023-01-31T05:24:00.0000000,2023-01-31T08:28:00.0000000,3:04:00,,,,,,,2023-01-31T20:24:00.0000000,2023-01-31T21:16:00.0000000,0:52:00,2023-02-01T03:56:00.0000000,,44:52:00,,
2012,Bike,28,CHRIS BOLLINGER,Bollinger,Chris,,,12,AK USA,,,2012-01-30T07:00:00.0000000,2012-01-30T11:38:00.0000000,2012-01-30T12:50:00.0000000,1:12:00,2012-01-30T19:28:00.0000000,2012-01-30T21:14:00.0000000,1:46:00,,,,,,,2012-01-31T07:14:00.0000000,2012-01-31T09:08:00.0000000,1:54:00,2012-01-31T13:33:00.0000000,30:33:00,30:33:00,,
2011,Bike,33,CHRIS BOLLINGER,Bollinger,Chris,,,13,,,,2011-01-31T07:00:00.0000000,2011-01-31T11:49:00.0000000,2011-01-31T13:09:00.0000000,1:20:00,2011-01-31T18:56:00.0000000,2011-02-01T04:43:00.0000000,9:47:00,,,,,,,2011-02-01T13:46:00.0000000,2011-02-01T16:46:00.0000000,3:00:00,2011-02-01T19:47:00.0000000,36:47:00,36:47:00,,
2013,Bike,999,CHRIS BOLLINGER,Bollinger,Chris,,,20,AK USA,,,2013-01-28T07:00:00.0000000,2013-01-28T11:54:00.0000000,2013-01-28T12:39:00.0000000,0:45:00,2013-01-28T18:11:00.0000000,2013-01-28T19:52:00.0000000,1:41:00,,,,,,,,,,,,,Dropped in Orr,
2020,Run,999,"Bond, Jeff",Bond,Jeff,,,11,MB CAN,,,2020-01-27T07:04:00.0000000,2020-01-27T19:05:00.0000000,2020-01-27T19:55:00.0000000,0:50:00,,,,,,,,,,,,,,,,b/f MelGeorges,
2022,Run,999,"Bond, Jeff",Bond,Jeff,,,14,MB CAN,,,2022-01-31T07:04:00.0000000,2022-01-31T20:00:00.0000000,2022-01-31T20:35:00.0000000,0:35:00,,,,,,,,,,,,,,,,,
2012,Run,23,JASON BOON,Boon,Jason,,,92,MN USA,,,2012-01-30T07:04:00.0000000,2012-01-30T18:12:00.0000000,2012-01-30T19:35:00.0000000,1:23:00,2012-01-31T08:16:00.0000000,2012-01-31T12:25:00.0000000,4:09:00,,,,,,,2012-02-01T08:47:00.0000000,2012-02-01T08:53:00.0000000,0:06:00,2012-02-01T15:59:00.0000000,56:55:00,56:55:00,,
2011,Run,999,JASON BOON,Boon,Jason,,,95,,,,2011-01-31T07:01:00.0000000,2011-01-31T18:50:00.0000000,,,,,,,,,,,,,,,,,,Dropped Gateway,
2010,Foot,,,Boon,Jason,M,36,32,,,,2010-02-01T07:03:00.0000000,2010-02-01T17:35:00.0000000,,,2010-02-02T05:30:00.0000000,,,,,,,,,,,,,,,MelGeorges,
2009,Foot,,,"Boon ",Jason,M,35,39,,,,2009-02-02T07:53:00.0000000,2009-02-02T17:34:00.0000000,2009-02-02T18:35:00.0000000,1:01:00,2009-02-03T06:30:00.0000000,,,,,,,,,,,,,,,DNF,
2019,Bike,4,"Bosman, Matthew",Bosman,Matthew,,,12,MN USA,,,2019-01-28T07:00:00.0000000,2019-01-28T10:30:00.0000000,2019-01-28T10:40:00.0000000,0:10:00,2019-01-28T14:35:00.0000000,2019-01-28T15:00:00.0000000,0:25:00,,,,,,,2019-01-28T19:47:00.0000000,2019-01-28T19:55:00.0000000,0:08:00,2019-01-28T22:45:00.0000000,15:45:08,15:45:00,,
2020,Bike,2,"Bosman, Matthew",Bosman,Matthew,,,12,MN USA,,,2020-01-27T07:00:00.0000000,2020-01-27T09:59:00.0000000,2020-01-27T09:59:00.0000000,0:00:00,2020-01-27T14:05:00.0000000,2020-01-27T14:05:00.0000000,0:00:00,,,,,,,2020-01-27T18:44:00.0000000,2020-01-27T18:44:00.0000000,0:00:00,2020-01-27T21:17:00.0000000,14:17:00,14:17:00,,TRUE
2022,Bike,1,"Bosman, Matthew",Bosman,Matthew,,,15,MN USA,,,2022-01-31T07:00:00.0000000,2022-01-31T09:59:00.0000000,2022-01-31T09:59:00.0000000,0:00:00,2022-01-31T14:09:00.0000000,2022-01-31T14:15:00.0000000,0:06:00,,,,,,,2022-01-31T18:46:00.0000000,2022-01-31T18:47:00.0000000,0:01:00,2022-01-31T21:22:00.0000000,14:22:00,14:22:00,1st male biker (and unsupported!),TRUE
2023,Bike,999,"Bosman, Matthew",Bosman,Matthew,,,13,USA/MN,,,2023-01-30T07:00:00.0000000,,,,,,,,,,,,,,,,,,,,TRUE
2011,Bike,9,JACQUES BOUTET,Boutet,Jacques,,,27,,,,2011-01-31T07:00:00.0000000,2011-01-31T11:12:00.0000000,2011-01-31T11:32:00.0000000,0:20:00,2011-01-31T16:28:00.0000000,2011-01-31T17:18:00.0000000,0:50:00,,,,,,,2011-01-31T23:55:00.0000000,2011-02-01T00:49:00.0000000,0:54:00,2011-02-01T03:49:00.0000000,20:49:00,20:49:00,,
2013,Bike,30,JACQUES BOUTET,Boutet,Jacques,,,40,AK USA,,,2013-01-28T07:00:00.0000000,2013-01-28T12:27:00.0000000,2013-01-28T12:44:00.0000000,0:17:00,2013-01-28T18:12:00.0000000,2013-01-28T18:38:00.0000000,0:26:00,,,,,,,2013-01-29T09:24:00.0000000,2013-01-29T10:00:00.0000000,0:36:00,2013-01-29T14:08:00.0000000,31:08:00,31:08:00,,
